,userId,movieId,rating,timestamp
12721872,87926,2799,1.0,2000-08-03 04:14:39
11882068,81988,1257,5.0,1997-03-04 12:41:19
3147971,21443,858,5.0,2000-01-07 23:10:16
13654743,94331,3159,5.0,2008-10-29 16:53:02
990226,6677,2713,3.5,2007-12-30 15:00:40
8118119,55914,589,4.0,2008-09-01 08:57:29
6474288,44483,593,5.0,1996-08-26 10:52:59
14323724,98936,580,4.0,2001-09-05 19:46:46
17316783,119724,87232,3.5,2011-09-17 01:10:07
7987276,55055,1584,4.0,1998-02-09 15:12:44
12584680,86933,1407,5.0,2000-12-06 21:35:09
13807203,95377,1667,2.0,1997-11-15 10:22:28
19845317,137369,551,4.0,2000-08-18 02:42:13
1696778,11467,4388,3.0,2002-02-02 05:25:44
19716559,136518,368,3.0,1997-03-30 23:10:10
19471670,134770,733,3.5,2005-02-05 20:45:14
7380442,50917,1968,4.0,2000-11-03 05:43:41
935753,6271,2840,4.0,2000-08-04 23:27:32
4079924,27749,1517,5.0,2001-09-15 23:26:45
19687173,136293,2478,3.0,2004-08-10 17:43:55
2357499,15940,541,4.5,2008-08-10 08:25:50
18950860,131158,2105,5.0,1999-12-13 19:26:49
7354588,50744,1101,2.0,2007-09-14 03:21:01
18333621,126875,125,5.0,1999-09-29 16:47:03
6916935,47635,8950,2.5,2009-07-15 22:33:08
16788738,116159,1385,4.0,1998-07-24 19:23:08
7522463,51895,785,3.0,2000-02-02 04:50:40
14124658,97558,1617,5.0,1999-11-15 18:10:12
237642,1641,1090,3.0,2008-07-17 12:07:29
10661565,73787,1028,3.0,2004-01-07 01:46:52
9015128,62349,2000,3.5,2007-06-27 05:44:00
485282,3281,4227,4.0,2001-10-01 00:22:21
10263808,71000,260,5.0,1997-06-19 16:14:05
8663423,59852,3262,3.5,2006-01-11 23:33:22
10340833,71519,474,4.0,2000-01-01 19:38:38
9546272,66060,4993,5.0,2002-11-02 00:38:41
11200669,77365,1,4.0,1996-06-08 19:57:21
9640673,66708,1923,4.0,2002-03-06 16:33:38
12965386,89495,3456,4.0,2015-02-03 04:17:01
8640335,59680,1211,4.0,2001-12-21 20:32:31
14299616,98776,809,3.0,1997-02-27 12:50:21
8597751,59407,6785,3.0,2011-02-08 20:10:39
5588032,38413,2770,3.5,2005-07-30 18:26:46
14665784,101298,592,3.0,1997-11-27 23:43:18
14418032,99585,69757,4.0,2011-04-30 04:06:22
14573896,100661,4016,4.5,2006-12-05 20:12:38
9544464,66049,55118,4.0,2010-03-15 00:40:23
17488732,120948,2727,2.5,2003-11-24 06:48:48
17759520,122779,53996,5.0,2007-09-20 03:46:42
1935199,13092,2916,2.0,2001-09-10 14:01:26
18098400,125178,4419,4.0,2003-03-14 19:41:47
11411821,78783,1805,5.0,1999-12-12 00:34:56
2360928,15964,4233,3.0,2001-05-05 04:43:23
14724155,101719,296,5.0,1997-09-16 13:05:58
13895811,95993,110,2.5,2006-12-14 18:42:56
8866773,61279,1952,4.0,1999-12-12 19:51:33
17120010,118393,1298,4.0,2000-11-19 03:22:54
4173646,28439,1259,4.0,2014-10-12 21:31:19
10555198,72998,1464,3.0,2002-11-17 06:22:20
10871605,75168,3996,4.5,2004-02-22 09:34:19
13987109,96618,45672,4.5,2006-07-06 19:29:13
16383723,113423,917,5.0,1999-12-15 04:34:27
16112461,111523,294,3.0,1999-11-15 11:25:20
14344256,99103,1259,4.0,2008-12-25 18:59:04
5577735,38335,6787,5.0,2006-03-22 21:13:34
19522321,135084,1224,4.0,1999-12-15 16:36:20
16690611,115468,1127,5.0,2002-12-25 17:04:29
19063159,131904,565,3.0,2009-11-14 04:13:18
16825979,116361,3239,0.5,2003-12-01 20:58:00
8325410,57467,1262,5.0,2012-04-29 23:51:42
18073488,125008,1922,2.0,2002-03-26 04:39:18
11883548,82008,1196,3.5,2007-05-19 23:14:26
2163047,14645,3185,3.5,2006-05-25 02:33:13
17974026,124288,6286,5.0,2007-04-25 10:38:17
9938872,68673,272,4.0,1996-09-17 08:37:30
3448977,23498,39,3.0,2008-10-30 03:20:10
15136543,104574,349,5.0,1996-09-01 12:40:46
10242683,70882,2329,3.5,2010-08-21 23:02:06
5701975,39214,89060,3.0,2015-03-04 02:00:34
8997840,62211,8961,3.5,2007-08-02 14:47:47
4396263,30043,1306,3.5,2006-02-15 01:17:50
3798308,25884,1258,2.0,2004-05-23 15:16:46
1472425,9957,3089,3.5,2010-01-12 07:40:00
7130764,49183,3201,5.0,2000-03-17 21:27:07
17615915,121852,4681,4.0,2005-03-18 20:39:52
19971403,138277,2716,4.5,2009-09-19 08:01:57
2602340,17635,858,5.0,2003-03-10 03:25:46
15472414,107008,1980,2.0,2002-07-11 16:29:29
10305201,71264,34405,4.5,2008-03-10 18:29:07
7112406,49057,318,4.0,1996-08-05 00:21:06
12690777,87699,2806,2.0,2000-11-07 00:58:45
10584676,73213,1244,5.0,2000-01-17 07:10:44
12988418,89675,2414,4.0,2004-01-26 07:21:46
11043069,76332,8977,4.0,2006-08-20 00:36:52
1581087,10678,315,1.5,2008-07-26 15:20:05
19672641,136198,110,2.0,1996-06-24 22:28:21
2303600,15617,1281,3.0,2011-01-21 12:28:41
1891660,12779,2144,3.0,2012-10-03 22:49:28
15497233,107176,719,4.0,1997-01-05 13:18:34
15751513,108939,483,3.0,2001-12-17 06:20:05
5203741,35643,4812,4.0,2002-11-09 23:53:44
15089236,104197,3421,4.0,2013-03-05 00:34:49
5050287,34651,32,5.0,2000-08-15 17:57:47
18463909,127826,8623,4.5,2007-08-10 01:48:43
15015401,103709,3489,4.0,2006-11-07 21:48:50
5200612,35622,3347,4.0,2000-12-01 16:59:57
14950679,103252,3733,5.0,2000-07-06 20:15:14
11515562,79486,1377,3.0,2004-09-29 01:27:27
18794870,130187,369,3.0,1997-02-06 12:53:00
44692,346,383,3.0,2000-12-09 02:45:22
11189832,77270,2422,1.0,2003-03-01 13:49:53
13014055,89848,37720,2.0,2008-06-08 04:56:57
14848366,102584,266,5.0,1996-06-14 10:29:37
10260974,70980,5945,3.0,2003-06-02 04:39:04
12186344,84172,1333,3.5,2004-03-06 08:07:19
16995138,117554,1370,2.0,2000-01-16 15:46:36
15488679,107126,605,2.0,2001-10-31 00:07:31
6925604,47710,110,3.0,2010-09-07 02:57:53
238997,1649,736,4.0,1996-10-07 14:26:13
7726137,53221,3105,4.5,2012-03-13 23:23:53
14233138,98289,53121,1.5,2008-02-05 13:47:29
6186700,42573,235,5.0,2000-11-20 04:45:13
18180437,125777,2318,4.0,2006-12-09 18:40:06
16168970,111912,1573,3.0,2003-02-14 15:27:59
7900925,54458,1233,4.5,2006-01-10 02:30:24
12040915,83120,4896,3.0,2006-03-06 20:27:02
8305565,57334,914,3.0,2010-09-21 06:42:45
16879338,116725,2232,3.5,2004-02-19 09:31:39
6036909,41550,2076,4.0,2001-12-28 16:23:25
12396860,85632,1393,2.0,2007-03-16 04:40:44
4179571,28475,1247,5.0,2002-12-06 16:16:56
16986115,117480,6,4.0,1996-12-11 21:28:46
13045995,90078,64983,4.0,2009-05-04 00:01:32
15467948,106976,608,4.0,2005-03-25 06:06:08
8945237,61830,4308,4.0,2001-06-02 02:40:01
18645307,129073,7004,3.5,2009-10-09 03:08:38
11114409,76789,3993,4.0,2004-07-24 05:57:11
13607540,94000,1961,3.5,2014-08-30 03:22:56
8071064,55592,3409,3.0,2005-02-05 21:54:35
4106305,27934,1562,3.0,2005-06-09 18:03:40
16496404,114128,1950,3.0,2001-01-24 03:22:08
14233615,98292,1266,4.0,1998-12-11 20:54:55
3698205,25178,2496,1.0,2000-11-25 03:12:54
11997108,82835,1617,5.0,2000-04-06 16:49:48
14333834,99011,2011,4.0,2002-07-10 22:02:56
13343287,92223,3253,4.0,2000-04-03 05:30:51
19263666,133324,2761,4.0,2012-03-29 23:59:13
14341826,99081,50,4.5,2005-03-24 06:24:03
17519660,121192,743,1.0,1997-07-11 13:02:16
18565815,128489,802,5.0,1996-11-10 13:53:49
13668188,94418,5408,4.0,2003-10-09 03:45:19
5114910,35055,5618,5.0,2010-09-10 10:34:02
17636999,121993,2134,4.0,2000-07-19 19:52:54
16628580,115035,74916,3.0,2011-01-23 12:50:39
18132476,125447,1210,3.0,2009-04-04 21:45:06
15482509,107086,2018,4.0,2005-01-18 10:15:13
1791097,12122,1873,4.0,1998-07-24 18:26:59
8760227,60518,4500,4.0,2004-11-18 05:23:20
5681038,39101,477,3.0,1997-11-19 04:57:35
1334864,9082,1198,5.0,2005-06-22 18:01:30
7608736,52439,3397,3.0,2002-08-16 02:57:36
2495885,16919,594,3.0,2003-01-19 12:04:46
953295,6387,4816,4.0,2006-10-05 01:19:17
1390757,9438,100,3.0,1996-10-10 14:02:47
11524942,79541,6,3.0,1997-06-20 19:05:50
19863055,137508,1409,3.0,1997-12-23 13:36:09
9060683,62694,316,1.0,1997-09-21 10:16:34
3636493,24797,3424,4.0,2000-04-03 03:46:46
3477466,23694,47,3.0,2011-03-25 22:05:14
14335298,99024,46578,5.0,2012-02-22 04:22:43
5071536,34770,3926,4.0,2000-11-18 06:32:14
9491764,65652,110,3.0,1996-09-14 15:18:18
8696894,60051,1608,4.0,1999-12-11 17:55:22
16285552,112746,3431,5.0,2012-10-11 21:56:45
8433987,58202,69134,4.0,2011-06-21 04:02:52
891805,5967,5878,3.5,2007-03-03 23:59:56
14376724,99342,2414,4.0,2010-10-20 20:23:23
18965973,131255,64614,4.0,2009-03-09 21:22:25
5625768,38716,3701,3.5,2004-02-13 12:20:50
5587882,38411,7458,3.0,2007-07-30 12:58:45
19748108,136741,50068,4.5,2010-09-23 16:02:10
3595496,24560,79132,5.0,2011-03-19 19:34:34
17941512,124078,2431,2.0,2007-07-05 14:45:11
15780295,109137,1097,4.0,2001-11-13 17:41:52
12863486,88829,2539,3.0,1999-12-12 01:29:05
14495969,100181,5,4.0,1996-11-01 16:55:39
16062153,111141,448,5.0,2000-01-23 21:22:33
17184301,118882,492,4.0,2001-02-01 05:07:23
6445860,44266,6874,4.5,2007-12-05 17:39:48
14546035,100486,1597,1.0,2008-05-13 14:22:18
9240223,63858,3175,3.5,2010-07-19 21:38:27
16748159,115848,3424,5.0,2003-06-15 20:48:13
3193855,21822,231,3.0,1996-05-15 02:55:10
1712975,11569,1949,4.5,2003-12-27 21:32:33
11142065,76987,56757,4.0,2009-04-22 19:55:15
13572604,93746,597,4.0,1996-07-15 20:10:23
12102518,83559,6216,5.0,2005-07-13 13:45:58
955870,6405,5630,3.5,2006-08-28 12:47:59
6776945,46628,86298,3.0,2011-06-10 18:07:37
17754947,122738,322,3.0,1997-05-22 11:58:50
884893,5921,104,1.0,1997-03-05 08:51:58
7684544,52911,1036,4.5,2004-03-13 03:02:32
2376574,16080,1959,5.0,2006-03-21 16:06:56
10756371,74355,592,3.0,1996-09-22 03:29:10
8226182,56726,3107,2.0,1999-11-26 13:09:14
16128087,111627,271,3.0,1996-05-19 17:03:38
7051582,48610,69784,4.0,2009-09-07 01:22:14
10143,91,5218,3.5,2005-03-23 06:26:25
8667765,59868,7438,3.0,2004-07-31 09:03:41
4329390,29499,6852,3.5,2007-06-17 22:35:15
8546796,59038,1030,4.0,2000-11-20 05:18:34
7817983,53926,1408,3.0,1997-01-19 22:17:08
7598833,52368,4973,3.5,2015-01-05 15:23:54
1275232,8671,3178,4.0,2001-06-04 18:53:27
4941238,34007,435,2.0,1996-06-24 11:28:27
1944183,13170,1215,1.0,1998-01-23 03:30:08
4793862,32925,86882,4.0,2014-01-23 16:17:47
6545467,45008,5902,4.0,2003-11-18 21:02:43
14692816,101505,991,5.0,2002-02-10 06:22:54
11078175,76561,1556,2.0,2009-04-16 14:15:43
17757583,122758,6800,3.5,2010-05-26 08:05:00
11123986,76869,6807,3.0,2008-12-14 03:19:07
14022,116,5094,3.5,2005-11-24 03:57:44
16721364,115669,3969,3.5,2015-02-01 06:46:45
12564258,86785,5952,4.5,2006-11-23 19:54:56
73437,520,2355,2.5,2010-02-07 06:20:54
729599,4864,802,4.0,1996-10-02 10:51:47
9648923,66763,2574,2.0,2000-11-21 02:39:00
3809410,25971,1544,3.0,2001-12-01 01:07:33
10877410,75210,434,3.5,2007-10-23 13:19:57
17651806,122084,3916,4.5,2010-10-07 20:53:29
8801758,60834,6333,3.0,2009-01-23 14:33:32
9099253,62929,2160,4.0,2003-03-03 10:26:45
7903916,54465,4327,4.0,2011-05-10 22:33:40
18300131,126604,1282,3.0,2009-07-23 21:53:24
2496019,16919,1687,1.0,2003-01-19 12:47:49
17842465,123353,650,3.0,1997-05-04 19:32:17
72032,505,2011,3.5,2011-08-26 02:00:44
16444130,113836,235,4.5,2006-10-30 15:59:28
11153560,77035,299,5.0,2000-03-19 02:57:32
19827501,137255,8644,3.5,2007-03-09 16:18:46
8272753,57064,7123,3.5,2004-05-26 18:44:02
8149543,56150,3105,5.0,2005-03-23 11:57:04
4553496,31175,1244,4.0,2007-05-27 11:42:10
10119207,69988,3684,5.0,2000-05-28 17:44:03
14275150,98592,109673,3.0,2014-11-29 18:31:58
2259024,15354,2683,2.0,2001-09-14 20:33:57
2022744,13699,3999,2.0,2001-06-07 02:34:16
339076,2289,1923,4.0,2000-05-30 22:08:05
16580147,114683,196,3.0,1996-07-03 15:12:20
8772377,60606,2002,4.0,2008-04-01 00:15:01
15922933,110151,276,2.0,1996-10-13 12:08:06
17972574,124276,380,2.0,1996-08-24 21:30:32
5303630,36354,1947,5.0,1999-12-13 05:52:26
5487880,37722,6502,3.5,2015-03-28 21:07:19
18712080,129568,1234,4.5,2007-08-21 01:41:45
16890138,116823,7454,4.5,2008-11-16 17:06:33
9435438,65295,1,4.0,2006-04-20 11:52:40
7516302,51849,1210,5.0,2002-04-01 20:32:09
11315287,78161,4367,3.0,2010-10-08 21:23:52
19485802,134857,1627,4.0,2001-02-18 20:48:40
19312750,133691,6436,2.0,2005-03-23 14:16:58
13925736,96209,56145,4.0,2009-04-28 18:25:59
15187089,104975,2985,1.0,2005-03-07 22:03:20
10608561,73370,185,3.5,2012-02-13 04:09:19
17786994,122982,277,5.0,1996-05-27 21:05:05
7658231,52739,3994,3.0,2001-09-06 01:01:35
11269166,77822,4844,2.5,2008-04-25 09:53:47
8612387,59477,409,2.0,2006-01-10 05:17:06
13914862,96129,32,5.0,1996-10-23 10:34:03
3326608,22727,4225,4.0,2001-09-11 02:33:33
17602599,121747,2683,3.5,2005-03-24 00:41:08
370860,2514,1277,5.0,1999-11-18 20:04:34
11307868,78108,2411,3.5,2013-01-03 22:40:29
10001910,69151,2001,3.0,2000-02-25 17:44:16
5539420,38103,1372,4.5,2013-10-02 00:19:32
18478779,127925,1148,4.0,2005-01-31 03:48:05
11537197,79633,8961,2.5,2009-06-12 08:05:53
16573698,114640,85342,4.0,2013-09-27 01:23:23
19302415,133616,4886,4.0,2013-06-27 16:56:09
11824193,81596,319,1.0,1996-10-06 18:28:52
3078510,20997,8644,4.5,2013-08-10 14:41:04
14504948,100238,673,3.0,2010-08-30 20:23:12
5308984,36394,72605,4.0,2012-03-06 04:33:05
5230370,35849,3979,2.5,2009-10-21 03:43:51
12605850,87094,4848,5.0,2005-05-31 13:01:31
5228758,35834,4022,4.0,2011-05-04 00:00:13
12295224,84917,3404,3.0,2003-10-03 00:52:15
4118260,28027,2728,4.5,2006-08-01 13:51:36
1365430,9253,81156,5.0,2015-02-23 23:35:33
4256234,29015,1461,3.0,2000-01-04 00:43:48
1049950,7132,3252,2.5,2003-05-16 21:07:12
11411716,78781,76763,3.0,2011-01-14 12:16:21
12404823,85671,1100,4.0,2000-11-30 09:08:16
17730046,122585,593,5.0,2000-01-21 22:45:56
13463947,93018,3676,5.0,2000-12-10 01:45:33
4091010,27829,147,4.0,1996-06-13 13:26:06
14933066,103173,2628,4.0,2001-08-04 23:53:16
1645009,11117,87232,3.5,2013-12-18 15:43:30
5104312,34995,54286,3.5,2008-06-02 09:18:27
7260110,50122,2791,5.0,2001-12-01 23:34:44
8271178,57056,53435,3.0,2009-02-05 19:52:09
5720918,39380,2724,5.0,2000-04-03 22:04:35
16994123,117542,2858,4.0,2000-01-03 18:55:57
13968373,96523,589,4.5,2014-10-20 13:59:03
1642755,11100,2018,3.0,2006-01-04 22:23:54
9812498,67830,3717,2.0,2005-03-23 01:33:04
10998432,76059,1282,3.0,2002-07-17 14:29:37
11405857,78740,3160,3.5,2007-01-10 20:48:50
358604,2409,480,4.0,1996-06-26 18:31:44
9981933,68995,54190,3.5,2012-03-04 02:44:49
14668784,101329,6709,4.0,2006-08-08 17:54:12
6656136,45834,427,3.0,1996-12-30 04:08:37
13875928,95887,432,3.0,1996-05-23 06:53:22
10632826,73572,4447,4.5,2010-08-23 15:44:21
7353413,50739,1028,3.0,2003-10-10 16:33:42
1262288,8596,4007,4.0,2002-01-18 23:46:32
11400412,78713,300,4.0,1999-10-12 00:21:02
11786725,81352,2761,5.0,2001-06-12 15:20:20
9565541,66195,2615,5.0,2000-05-17 21:41:06
16878936,116724,2396,4.0,2000-02-08 21:56:07
13627170,94114,2,4.0,2002-03-18 18:02:29
12941579,89347,1646,5.0,1998-12-07 20:15:56
348323,2352,1649,2.5,2005-10-10 19:43:57
8128070,55991,1994,3.0,2010-09-23 17:51:58
14478515,100044,6936,3.5,2006-12-11 04:23:05
8604321,59424,3967,5.0,2006-12-08 03:22:52
17627005,121927,6934,3.0,2003-11-27 17:19:08
399381,2724,457,2.0,1999-10-20 23:59:34
16576481,114659,2829,2.5,2008-10-26 00:30:24
1006015,6801,316,3.0,1996-05-03 10:52:48
10358374,71653,2924,4.0,2005-08-22 17:12:08
1625456,10975,2006,4.0,1999-12-18 01:05:31
18498231,128050,2249,2.0,2001-04-29 23:48:49
15790381,109191,5027,1.5,2004-07-10 05:34:09
2973178,20187,48780,4.0,2012-07-20 01:02:52
10502258,72660,296,3.5,2010-11-29 03:55:41
1658644,11228,920,4.0,1998-07-27 12:31:09
570185,3827,4464,3.0,2001-12-31 04:25:49
129313,879,2070,5.0,1999-12-04 18:32:59
4295817,29270,2300,4.0,2000-04-24 18:06:50
2452734,16606,1208,4.5,2003-09-04 20:27:02
12524978,86541,1343,3.5,2008-05-23 17:15:53
16049349,111063,1952,4.5,2004-10-20 04:36:49
10362428,71680,98154,4.0,2013-01-02 07:10:27
15270302,105565,2710,4.0,2012-06-11 20:26:19
13108319,90552,3633,1.5,2005-02-12 15:04:18
12425872,85833,7458,2.0,2015-02-09 15:56:11
17621879,121894,1379,2.0,2003-02-08 21:15:23
10457003,72333,1587,5.0,2000-04-14 23:44:59
16060048,111134,903,5.0,2002-06-11 20:47:23
11599181,80099,39,4.0,2000-07-15 19:00:15
1857169,12566,6959,3.0,2005-10-02 19:42:31
5646081,38859,455,1.0,2001-05-09 22:32:36
11918840,82294,296,1.5,2008-02-10 19:28:07
6848476,47160,3977,4.0,2001-12-15 01:20:24
6016923,41437,1997,4.0,2002-01-27 05:14:18
4411461,30144,380,2.5,2005-09-01 20:27:16
7855912,54160,372,5.0,2003-02-09 09:33:59
1893489,12787,5060,5.0,2009-02-20 16:14:40
5113632,35050,1095,4.0,2014-09-11 19:23:29
1576875,10649,4682,3.0,2005-03-23 03:21:05
17763412,122810,4896,4.0,2009-01-17 03:37:49
16990297,117516,6807,4.0,2006-04-01 03:51:34
10504356,72676,305,2.0,2004-04-14 21:42:41
9778610,67584,1515,0.5,2004-11-23 00:20:26
769531,5122,648,3.0,2001-03-30 23:57:07
16109853,111501,2028,3.5,2009-06-12 03:34:11
934719,6257,1148,5.0,2009-12-27 19:56:26
12506987,86427,785,3.0,2001-02-09 05:13:04
12415874,85767,5502,2.5,2008-04-18 06:02:59
19651818,136053,1101,3.0,2004-04-26 08:51:29
7260889,50130,5669,3.0,2006-04-26 03:51:38
15096794,104249,4276,4.0,2002-01-05 03:29:34
14006243,96750,1091,3.5,2009-08-30 02:44:46
10531555,72851,4857,5.0,2006-07-12 19:16:32
1991344,13500,1193,4.5,2012-04-27 03:49:18
17100616,118251,2427,2.5,2007-02-06 13:16:37
14119155,97528,99114,4.0,2015-01-27 18:34:31
11905355,82178,1247,5.0,2015-03-27 01:23:40
385324,2634,2052,3.5,2010-08-08 21:36:48
14659948,101269,427,3.0,1996-04-10 19:09:43
5108749,35016,2431,3.0,2009-08-11 02:11:30
5932923,40857,1,5.0,2003-03-16 08:28:45
543065,3659,1682,5.0,1999-10-21 13:46:45
176339,1191,3181,4.0,2003-07-30 18:15:02
8329359,57491,2296,0.5,2005-04-28 00:37:23
18497719,128047,46530,4.0,2006-07-04 16:14:41
5607432,38602,1206,4.0,2002-04-27 03:42:59
2960320,20131,2617,3.0,2004-09-13 14:02:59
218532,1514,300,4.0,1996-04-27 17:46:02
807234,5382,537,3.0,2003-03-13 02:42:19
17545589,121401,1500,3.0,2001-08-24 15:56:39
18211022,125959,1278,4.0,1996-12-19 08:02:07
14358590,99200,377,4.5,2005-05-28 14:29:07
2236712,15202,351,4.0,1996-12-15 12:19:13
6973778,48043,1784,4.0,2004-11-13 22:53:17
19904072,137821,415,3.0,1996-07-14 09:56:12
18511994,128157,112370,3.0,2014-08-13 18:01:19
18733191,129708,5618,4.0,2005-05-20 19:55:39
13800993,95339,1391,3.0,2008-10-26 15:51:37
6775323,46616,800,4.0,1997-06-29 09:19:37
15520800,107326,1406,4.0,2002-07-18 01:05:37
14466112,99950,2664,5.0,2000-11-23 17:19:13
6670858,45934,5060,5.0,1999-10-11 13:34:05
9681520,66952,5810,3.0,2004-09-20 22:34:59
2175941,14726,6711,2.5,2010-11-09 07:05:03
19025270,131651,5867,1.5,2011-07-24 04:34:52
8449704,58311,3264,3.5,2006-03-12 02:16:39
14362658,99224,53352,4.0,2014-09-03 17:44:58
446409,3033,1617,3.5,2007-04-10 15:20:36
2792429,18906,52606,1.5,2015-03-10 00:45:12
3783289,25758,223,5.0,1999-09-29 06:44:54
6573771,45179,1834,2.5,2005-02-14 04:46:46
2585178,17512,785,3.5,2011-01-23 05:05:30
6880166,47409,804,4.0,2006-02-15 21:03:22
2280770,15486,56782,3.0,2010-03-03 23:23:07
12882141,88955,45501,3.5,2009-08-22 17:54:59
7156674,49321,2036,2.5,2004-05-26 17:42:21
17074112,118128,2915,4.0,2005-03-24 22:09:31
12098492,83545,596,3.0,1996-06-04 19:04:23
75643,544,3363,3.0,2002-03-10 20:19:55
8005179,55168,515,4.0,2000-06-01 20:03:58
18180511,125777,3034,4.0,2006-11-25 19:00:42
4075291,27710,2395,3.0,2000-11-03 01:15:43
11950907,82518,3114,5.0,2000-08-05 21:50:58
19125339,132302,5378,0.5,2008-12-13 17:36:35
2356824,15939,95,4.0,1998-12-11 15:00:59
12672583,87567,5747,4.0,2005-05-21 05:00:39
19217931,132973,2000,4.5,2009-01-20 18:30:08
1077187,7330,593,4.5,2009-05-22 15:47:14
8586678,59340,5466,4.0,2002-08-05 14:52:09
13854387,95719,2533,2.5,2004-09-03 21:03:54
14866988,102705,196,4.0,2002-05-19 18:15:38
3456102,23535,337,3.0,1996-08-06 04:58:45
7356117,50746,4975,3.0,2002-05-24 16:37:48
18921156,130960,902,4.0,1996-12-30 18:35:41
13033939,90009,2641,1.5,2011-01-20 19:30:29
10609217,73373,1390,4.0,2000-03-24 04:35:39
7865494,54223,27253,5.0,2009-11-13 02:19:27
14734748,101797,60040,3.5,2009-10-30 22:12:25
2443444,16533,56801,4.0,2011-03-05 01:51:12
17701971,122404,349,4.0,1997-02-10 17:28:26
9585664,66317,2948,4.0,2005-02-07 19:51:57
9399783,65034,550,5.0,2005-05-05 20:54:15
16044773,111024,104,2.0,1999-12-30 18:45:18
1441702,9752,3052,5.0,1999-12-27 20:13:04
16622208,114989,46972,0.5,2008-11-12 01:08:00
5501111,37825,1370,5.0,2002-06-03 15:09:17
18930746,131031,1198,4.0,2001-06-22 04:08:15
7094428,48929,4060,3.0,2003-03-24 13:52:21
8716275,60181,4478,3.5,2004-08-03 01:21:48
10612185,73393,748,3.0,2002-04-24 15:10:53
5086283,34856,56367,4.0,2007-12-30 19:06:50
18390481,127287,237,4.0,1999-12-02 14:18:53
1337950,9090,509,3.0,1996-08-20 05:56:04
1591121,10752,253,5.0,2006-08-23 01:39:11
974475,6571,337,4.0,2004-03-30 19:50:22
14456472,99871,77561,4.0,2012-06-24 03:02:55
14535409,100418,7257,2.0,2004-08-03 18:24:35
10931401,75605,1479,2.5,2008-08-13 08:17:25
9616338,66536,356,5.0,1998-07-23 21:07:00
13460806,92999,1246,4.0,2004-10-01 17:34:16
4428672,30250,3114,3.5,2012-12-13 00:03:53
14109271,97445,1100,3.0,2007-11-18 12:09:48
17012442,117687,502,1.0,2002-10-10 21:10:47
1534348,10387,51084,2.5,2007-04-14 06:10:50
696078,4607,2959,3.0,2001-08-07 18:02:46
9948303,68744,6709,2.0,2004-08-29 05:08:33
8964839,61975,1252,3.0,1999-10-15 17:58:51
12239039,84543,2409,4.0,2009-04-29 07:26:11
3488307,23773,361,5.0,1996-08-16 00:33:24
9863905,68174,1059,1.0,2000-10-07 17:02:53
6500996,44654,4084,3.0,2012-02-03 18:16:58
16244968,112400,25,5.0,1996-10-13 08:01:24
8971757,62027,736,4.0,1997-02-19 02:00:57
14803730,102255,20,1.0,2006-03-06 20:41:44
16174714,111953,1961,3.0,2000-06-01 14:12:40
10054845,69561,34048,3.0,2010-05-21 19:14:41
1571573,10619,3035,4.0,2000-05-27 19:45:24
5431132,37312,247,4.5,2009-02-24 06:52:51
5172769,35415,8752,3.0,2009-07-09 04:00:32
10488316,72549,2020,2.5,2005-04-03 04:22:20
10687335,73965,1088,5.0,1997-10-17 18:57:51
12885850,88983,2747,2.0,1999-12-23 13:14:43
13321776,92033,53123,4.0,2007-05-19 05:04:00
11118493,76831,1188,3.0,1997-03-31 19:30:29
10493739,72596,34,4.0,2005-10-23 04:53:33
6317497,43384,84395,2.0,2011-10-31 05:37:52
16158570,111859,5015,3.5,2006-12-12 15:28:22
10199260,70570,1246,3.0,2008-07-10 23:42:10
13366941,92369,6953,4.0,2012-06-15 00:35:22
9955070,68796,2450,3.0,2004-03-02 15:23:49
342131,2314,2581,2.5,2012-06-24 20:58:38
984477,6634,1923,4.0,2010-10-12 05:55:42
12443946,85961,47,3.0,1996-07-01 10:15:17
16201280,112120,33615,4.0,2013-05-01 10:44:14
1297237,8838,216,4.0,2003-08-05 02:23:16
832560,5539,1345,4.0,2005-08-03 07:47:22
12654213,87452,1541,4.0,2000-04-19 23:15:17
18472884,127880,6503,2.0,2013-04-18 20:09:45
4569407,31284,1921,5.0,2002-06-09 08:04:02
19336908,133850,49530,4.0,2007-01-17 00:26:45
3277108,22372,2414,3.0,2005-04-13 21:08:36
9017912,62362,4370,3.0,2001-07-14 16:57:49
4894384,33658,3980,3.0,2001-07-08 14:20:00
12491907,86302,356,4.0,2015-02-13 20:31:55
10047877,69496,48414,3.5,2008-05-20 16:42:14
12822232,88604,69757,4.0,2015-03-22 15:42:14
7841165,54076,1270,4.0,2011-04-26 02:11:20
5221279,35780,56251,3.0,2008-09-23 11:29:33
1329587,9034,25868,3.5,2007-03-15 23:48:31
11550076,79728,2692,3.5,2010-12-21 19:01:55
3983758,27110,2565,3.5,2003-08-11 13:08:08
8216972,56655,733,4.0,1999-10-20 21:19:15
9064512,62711,1674,3.5,2008-07-25 21:40:10
3213867,21945,1431,3.0,1999-11-10 01:45:16
9829243,67966,737,0.5,2010-04-01 21:33:43
19187106,132736,1014,4.0,1998-07-08 18:00:16
7918189,54546,58025,3.5,2008-08-08 18:20:43
19206866,132889,2905,4.0,1999-11-06 20:55:27
12879346,88939,1372,0.5,2005-03-23 04:10:12
18727098,129663,7361,3.5,2006-08-20 16:12:19
1962446,13297,5991,4.5,2006-08-24 07:11:14
